"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"601519.SH","大智慧","2011-01-28","93.9964","25.3800","109.7608","21.4601"
"601519.SH","大智慧","2011-02-01","89.1818","24.0800","104.1387","20.3609"
"601519.SH","大智慧","2011-02-11","86.6263","23.3900","101.1547","19.7775"
"601519.SH","大智慧","2011-02-18","95.4408","25.7700","111.4474","21.7899"
"601519.SH","大智慧","2011-02-25","95.8482","25.8800","111.9231","21.8829"
"601519.SH","大智慧","2011-03-04","90.9595","24.5600","106.2145","20.7668"
"601519.SH","大智慧","2011-03-11","91.2558","24.6400","106.5605","20.8344"
"601519.SH","大智慧","2011-03-18","87.6263","23.6600","102.3223","20.0058"
"601519.SH","大智慧","2011-03-25","100.2897","23.1900","100.2897","19.6084"
"601519.SH","大智慧","2011-04-01","96.2245","22.2500","96.2245","18.8136"
"601519.SH","大智慧","2011-04-08","97.8246","22.6200","97.8246","19.1264"
"601519.SH","大智慧","2011-04-15","97.0029","22.4300","97.0029","18.9658"
"601519.SH","大智慧","2011-04-22","93.5302","20.4800","88.5698","17.3169"
"601519.SH","大智慧","2011-04-29","78.8704","17.2700","74.6875","14.6027"
"601519.SH","大智慧","2011-05-06","76.3129","16.7100","72.2657","14.1292"
"601519.SH","大智慧","2011-05-13","77.4090","16.9500","73.3036","14.3321"
"601519.SH","大智慧","2011-05-20","75.6736","16.7149","71.6602","14.0108"
"601519.SH","大智慧","2011-05-27","68.0012","15.0202","64.3947","12.5903"
"601519.SH","大智慧","2011-06-03","68.7776","15.1917","65.1299","12.7340"
"601519.SH","大智慧","2011-06-10","64.8957","14.3343","61.4539","12.0153"
"601519.SH","大智慧","2011-06-17","63.2973","13.9812","59.9403","11.7194"
"601519.SH","大智慧","2011-06-24","72.5681","16.0290","68.7194","13.4358"
"601519.SH","大智慧","2011-07-01","72.3397","15.9785","68.5032","13.3936"
"601519.SH","大智慧","2011-07-08","72.3854","15.9886","68.5464","13.4020"
"601519.SH","大智慧","2011-07-15","77.0436","17.0176","72.9576","14.2645"
"601519.SH","大智慧","2011-07-22","73.3901","16.2106","69.4979","13.5880"
"601519.SH","大智慧","2011-07-29","69.0059","15.2422","65.3462","12.7763"
"601519.SH","大智慧","2011-08-05","66.3114","14.6470","62.7946","12.2774"
"601519.SH","大智慧","2011-08-12","62.2469","13.7492","58.9456","11.5249"
"601519.SH","大智慧","2011-08-19","64.4847","14.2435","61.0647","11.9392"
"601519.SH","大智慧","2011-08-26","73.2074","16.1702","69.3249","13.5542"
"601519.SH","大智慧","2011-09-02","73.6146","15.1009","64.7407","12.6579"
"601519.SH","大智慧","2011-09-09","71.7951","14.7277","63.1406","12.3451"
"601519.SH","大智慧","2011-09-16","72.7786","14.9294","64.0055","12.5142"
"601519.SH","大智慧","2011-09-23","71.4509","14.6571","62.8378","12.2859"
"601519.SH","大智慧","2011-09-30","67.2219","13.7896","59.1186","11.5587"
"601519.SH","大智慧","2011-10-14","72.2377","14.8185","63.5298","12.4212"
"601519.SH","大智慧","2011-10-21","66.6318","13.6685","58.5996","11.4572"
"601519.SH","大智慧","2011-10-28","66.2301","14.9395","64.0488","12.5226"
"601519.SH","大智慧","2011-11-04","70.4338","15.8878","68.1140","13.3175"
"601519.SH","大智慧","2011-11-11","70.1655","15.8272","67.8545","13.2667"
"601519.SH","大智慧","2011-11-18","66.4537","14.9900","64.2650","12.5649"
"601519.SH","大智慧","2011-11-25","64.8886","14.6369","62.7513","12.2690"
"601519.SH","大智慧","2011-12-02","61.6687","13.9106","59.6376","11.6602"
"601519.SH","大智慧","2011-12-09","61.2215","13.8097","59.2051","11.5756"
"601519.SH","大智慧","2011-12-16","56.0787","12.6497","54.2317","10.6032"
"601519.SH","大智慧","2011-12-23","51.8303","11.6914","50.1232","9.8000"
"601519.SH","大智慧","2011-12-30","48.6552","10.9752","47.0527","9.1996"
"601519.SH","大智慧","2012-01-06","45.0329","10.1581","66.0271","2.1567"
"601519.SH","大智慧","2012-01-13","46.9112","10.5817","68.7810","2.2467"
"601519.SH","大智慧","2012-01-20","47.6267","10.7431","69.8301","2.2809"
"601519.SH","大智慧","2012-02-03","48.8341","11.0155","71.6004","2.3388"
"601519.SH","大智慧","2012-02-10","50.1757","11.3181","73.5675","2.4030"
"601519.SH","大智慧","2012-02-17","51.5173","11.6208","75.5345","2.4673"
"601519.SH","大智慧","2012-02-24","55.4079","12.4984","81.2389","2.6536"
"601519.SH","大智慧","2012-03-02","55.2738","12.4681","81.0422","2.6472"
"601519.SH","大智慧","2012-03-09","54.7371","12.3471","80.2554","2.6215"
"601519.SH","大智慧","2012-03-16","52.0092","11.7317","76.2558","2.4908"
"601519.SH","大智慧","2012-03-23","49.3708","11.1366","72.3872","2.3645"
"601519.SH","大智慧","2012-03-30","45.4801","10.2590","66.6828","2.1781"
"601519.SH","大智慧","2012-04-06","48.3422","10.9045","70.8792","2.3152"
"601519.SH","大智慧","2012-04-13","76.9115","11.8326","76.9115","2.5123"
"601519.SH","大智慧","2012-04-20","82.4192","12.6799","82.4192","2.6922"
"601519.SH","大智慧","2012-04-27","113.9999","11.9436","77.6327","2.5358"
"601519.SH","大智慧","2012-05-04","118.7178","12.4378","80.8455","2.6408"
"601519.SH","大智慧","2012-05-11","114.9627","12.0444","78.2884","2.5572"
"601519.SH","大智慧","2012-05-18","117.6587","12.4265","80.1243","2.6172"
"601519.SH","大智慧","2012-05-25","108.0303","11.4096","73.5675","2.4030"
"601519.SH","大智慧","2012-06-01","110.7262","11.6943","75.4034","2.4630"
"601519.SH","大智慧","2012-06-08","103.0236","10.8808","70.1579","2.2917"
"601519.SH","大智慧","2012-06-15","103.6013","10.9418","70.5513","2.3045"
"601519.SH","大智慧","2012-06-21","103.7938","10.9621","70.6825","2.3088"
"601519.SH","大智慧","2012-06-29","99.5573","10.5147","67.7975","2.2145"
"601519.SH","大智慧","2012-07-06","97.6317","10.3113","66.4861","2.1717"
"601519.SH","大智慧","2012-07-13","94.5506","9.9859","64.3879","2.1032"
"601519.SH","大智慧","2012-07-20","91.2769","9.6402","62.1586","2.0304"
"601519.SH","大智慧","2012-07-27","92.0472","9.7215","62.6832","2.0475"
"601519.SH","大智慧","2012-08-03","91.0844","9.6198","62.0275","2.0261"
"601519.SH","大智慧","2012-08-10","93.5878","9.8842","63.7323","2.0818"
"601519.SH","大智慧","2012-08-17","90.3141","9.5385","61.5029","2.0089"
"601519.SH","大智慧","2012-08-24","-1,082.2721","9.3961","60.5850","1.9790"
"601519.SH","大智慧","2012-08-31","-1,047.1334","9.0910","58.6179","1.9147"
"601519.SH","大智慧","2012-09-07","-1,112.7256","9.6605","62.2898","2.0346"
"601519.SH","大智慧","2012-09-14","-1,115.0682","9.6808","62.4209","2.0389"
"601519.SH","大智慧","2012-09-21","-1,023.7076","8.8877","57.3066","1.8719"
"601519.SH","大智慧","2012-09-28","-1,044.7908","9.0707","58.4868","1.9104"
"601519.SH","大智慧","2012-10-12","-1,161.9198","10.0876","65.0436","2.1246"
"601519.SH","大智慧","2012-10-19","-1,115.0682","9.6808","62.4209","2.0389"
"601519.SH","大智慧","2012-10-26","-1,042.4482","9.0504","58.3557","1.9061"
"601519.SH","大智慧","2012-11-02","-59.6701","9.2334","59.5359","1.9447"
"601519.SH","大智慧","2012-11-09","-57.5672","8.9080","57.4377","1.8762"
"601519.SH","大智慧","2012-11-16","-54.0185","8.3589","53.8970","1.7605"
"601519.SH","大智慧","2012-11-23","-54.4128","8.4199","54.2904","1.7734"
"601519.SH","大智慧","2012-11-30","-50.2070","7.7691","50.0941","1.6363"
"601519.SH","大智慧","2012-12-07","-52.8356","8.1758","52.7168","1.7220"
"601519.SH","大智慧","2012-12-14","-55.4643","8.5826","55.3395","1.8076"
"601519.SH","大智慧","2012-12-21","-55.2014","8.5419","55.0773","1.7991"
"601519.SH","大智慧","2012-12-28","-57.9615","8.9690","57.8311","1.8890"
"601519.SH","大智慧","2013-01-04","-57.8300","8.9487","-22.9065","2.1026"
"601519.SH","大智慧","2013-01-11","-57.5672","8.9080","-22.8023","2.0930"
"601519.SH","大智慧","2013-01-18","-60.0644","9.2944","-23.7915","2.1838"
"601519.SH","大智慧","2013-01-25","-58.3558","9.0300","-23.1147","2.1217"
"601519.SH","大智慧","2013-02-01","-65.7160","10.1689","-26.0301","2.3893"
"601519.SH","大智慧","2013-02-08","-63.7445","9.8639","-25.2492","2.3176"
"601519.SH","大智慧","2013-02-22","-60.8530","9.4164","-24.1039","2.2125"
"601519.SH","大智慧","2013-03-01","-62.8245","9.7215","-24.8848","2.2842"
"601519.SH","大智慧","2013-03-08","-66.2417","10.2503","-26.2383","2.4084"
"601519.SH","大智慧","2013-03-15","-62.8245","9.7215","-24.8848","2.2842"
"601519.SH","大智慧","2013-03-22","-64.4016","9.9656","-25.5095","2.3415"
"601519.SH","大智慧","2013-03-29","-62.8245","9.7215","-24.8848","2.2842"
"601519.SH","大智慧","2013-04-03","-65.4531","10.1283","-25.9260","2.3797"
"601519.SH","大智慧","2013-04-12","-62.6930","9.7012","-24.8327","2.2794"
"601519.SH","大智慧","2013-04-19","-65.9788","10.2096","-26.1342","2.3988"
"601519.SH","大智慧","2013-04-26","-24.3121","9.4978","-24.3121","2.2316"
"601519.SH","大智慧","2013-05-03","-19.0018","9.5181","-24.3642","2.2364"
"601519.SH","大智慧","2013-05-10","-20.8289","10.4333","-26.7069","2.4514"
"601519.SH","大智慧","2013-05-17","-21.3161","10.6774","-27.3316","2.5087"
"601519.SH","大智慧","2013-05-24","-24.2801","12.1621","-31.1320","2.8576"
"601519.SH","大智慧","2013-05-31","-22.7778","11.4096","-29.2057","2.6808"
"601519.SH","大智慧","2013-06-07","-21.2755","10.6571","-27.2795","2.5040"
"601519.SH","大智慧","2013-06-14","-21.2349","10.6367","-27.2275","2.4992"
"601519.SH","大智慧","2013-06-21","-20.1630","10.1017","-25.8531","2.3730"
"601519.SH","大智慧","2013-06-28","-19.3185","9.6786","-24.7702","2.2736"
"601519.SH","大智慧","2013-07-05","-24.2801","12.1644","-31.1320","2.8576"
"601519.SH","大智慧","2013-07-12","-28.8194","14.4386","-36.9523","3.3918"
"601519.SH","大智慧","2013-07-19","-30.5084","15.2848","-39.1180","3.5906"
"601519.SH","大智慧","2013-07-26","-27.1303","13.5924","-34.7866","3.1930"
"601519.SH","大智慧","2013-08-02","-26.0219","13.0370","-33.3654","3.0626"
"601519.SH","大智慧","2013-08-09","-25.5996","12.8255","-32.8239","3.0129"
"601519.SH","大智慧","2013-08-16","-27.7637","13.9097","-35.5987","3.2676"
"601519.SH","大智慧","2013-08-23","-29.5055","14.7824","-37.8321","3.4726"
"601519.SH","大智慧","2013-08-30","-29.0833","14.5708","-37.2907","3.4229"
"601519.SH","大智慧","2013-09-06","-28.8030","15.0733","-38.5766","3.5409"
"601519.SH","大智慧","2013-09-13","-34.3614","17.9821","-46.0212","4.2243"
"601519.SH","大智慧","2013-09-18","-36.6354","19.1721","-49.0667","4.5038"
"601519.SH","大智慧","2013-09-27","-37.7976","19.7803","-50.6233","4.6467"
"601519.SH","大智慧","2013-09-30","-40.4757","21.1819","-54.2102","4.9759"
"601519.SH","大智慧","2013-10-11","-45.1752","23.6412","-60.5043","5.5537"
"601519.SH","大智慧","2013-10-18","-39.8188","20.8381","-53.3304","4.8952"
"601519.SH","大智慧","2013-10-25","-38.3534","20.0712","-51.3678","4.7150"
"601519.SH","大智慧","2013-11-01","-36.2655","17.8764","-45.7505","4.1994"
"601519.SH","大智慧","2013-11-08","-34.4952","17.0037","-43.5171","3.9944"
"601519.SH","大智慧","2013-11-15","-35.7291","17.6119","-45.0737","4.1373"
"601519.SH","大智慧","2013-11-22","-36.5874","18.0350","-46.1565","4.2367"
"601519.SH","大智慧","2013-11-29","-37.6604","18.5639","-47.5101","4.3609"
"601519.SH","大智慧","2013-12-06","-39.1088","19.2779","-49.3374","4.5286"
"601519.SH","大智慧","2013-12-13","-36.3192","17.9028","-45.8181","4.2056"
"601519.SH","大智慧","2013-12-20","-34.1197","16.8186","-43.0433","3.9509"
"601519.SH","大智慧","2013-12-27","-34.2806","16.8979","-43.2464","3.9696"
"601519.SH","大智慧","2014-01-03","-33.1004","16.3161","956.0760","3.8216"
"601519.SH","大智慧","2014-01-10","-30.4716","15.0204","880.1478","3.5181"
"601519.SH","大智慧","2014-01-17","-31.7592","15.6550","917.3371","3.6668"
"601519.SH","大智慧","2014-01-24","-36.9630","18.2201","1,067.6440","4.2676"
"601519.SH","大智慧","2014-01-30","-43.0251","21.2083","1,242.7438","4.9675"
"601519.SH","大智慧","2014-02-07","-47.3169","23.3239","1,366.7083","5.4630"
"601519.SH","大智慧","2014-02-14","-43.8835","21.6314","1,267.5367","5.0666"
"601519.SH","大智慧","2014-02-21","-43.6152","21.4992","1,259.7890","5.0356"
"601519.SH","大智慧","2014-02-28","1,140.4732","19.4630","1,140.4732","4.5587"
"601519.SH","大智慧","2014-03-07","1,234.9961","21.0761","1,234.9961","4.9365"
"601519.SH","大智慧","2014-03-14","1,134.2749","19.3572","1,134.2749","4.5339"
"601519.SH","大智慧","2014-03-21","1,140.4732","19.4630","1,140.4732","4.5587"
"601519.SH","大智慧","2014-03-28","1,061.4458","18.1143","1,061.4458","4.2428"
"601519.SH","大智慧","2014-04-04","1,162.1669","19.8332","1,162.1669","4.6454"
"601519.SH","大智慧","2014-04-11","1,242.7438","21.2083","1,242.7438","4.9675"
"601519.SH","大智慧","2014-04-18","1,238.0952","21.1290","1,238.0952","4.9489"
"601519.SH","大智慧","2014-04-25","1,097.0856","18.7226","1,097.0856","4.3853"
"601519.SH","大智慧","2014-04-30","123.2316","19.8812","1,164.1814","4.6535"
"601519.SH","大智慧","2014-05-09","121.7882","19.6483","1,150.5453","4.5990"
"601519.SH","大智慧","2014-05-16","125.5771","20.2596","1,186.3400","4.7420"
"601519.SH","大智慧","2014-05-23","131.1704","21.1620","1,239.1799","4.9533"
"601519.SH","大智慧","2014-05-30","129.7269","20.9291","1,225.5438","4.8988"
"601519.SH","大智慧","2014-06-06","127.7423","20.6089","1,206.7941","4.8238"
"601519.SH","大智慧","2014-06-13","114.9319","18.5422","1,085.7738","4.3401"
"601519.SH","大智慧","2014-06-20","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-06-27","106.0910","17.1159","1,002.2528","4.0062"
"601519.SH","大智慧","2014-07-04","110.2408","17.7854","1,041.4565","4.1629"
"601519.SH","大智慧","2014-07-11","109.5191","17.6689","1,034.6385","4.1357"
"601519.SH","大智慧","2014-07-18","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-07-25","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-08-01","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-08-08","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-08-15","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-08-22","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-08-29","107.8953","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-09-05","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-09-12","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-09-19","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-09-26","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-09-30","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-10-10","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-10-17","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-10-24","68.0937","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-10-31","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-11-07","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-11-14","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-11-21","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-11-28","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-12-05","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-12-12","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-12-19","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-12-26","40.4387","17.4070","1,019.2979","4.0743"
"601519.SH","大智慧","2014-12-31","40.4387","17.4070","111.1671","3.9263"
"601519.SH","大智慧","2015-01-09","40.4387","17.4070","111.1671","3.9263"
"601519.SH","大智慧","2015-01-16","40.4387","17.4070","111.1671","3.9263"
"601519.SH","大智慧","2015-01-23","44.4961","19.1535","122.3210","4.3202"
"601519.SH","大智慧","2015-01-30","197.0521","30.8551","197.0521","6.9596"
"601519.SH","大智慧","2015-02-06","317.3282","49.6884","317.3282","11.2075"
"601519.SH","大智慧","2015-02-13","430.9120","67.4738","430.9120","15.2192"
"601519.SH","大智慧","2015-02-17","431.8415","67.6193","431.8415","15.2520"
"601519.SH","大智慧","2015-02-27","429.4248","67.2409","429.4248","15.1666"
"601519.SH","大智慧","2015-03-06","449.8736","70.4429","449.8736","15.8888"
"601519.SH","大智慧","2015-03-13","458.2390","71.7527","458.2390","16.1843"
"601519.SH","大智慧","2015-03-20","514.1944","80.5144","514.1944","18.1606"
"601519.SH","大智慧","2015-03-27","566.8035","88.7522","566.8035","20.0186"
"601519.SH","大智慧","2015-04-03","539.4765","84.4732","539.4765","19.0535"
"601519.SH","大智慧","2015-04-10","552.1176","86.4526","552.1176","19.5000"
"601519.SH","大智慧","2015-04-17","552.1176","86.4526","552.1176","19.5000"
"601519.SH","大智慧","2015-04-24","597.2908","93.5260","597.2908","21.0954"
"601519.SH","大智慧","2015-04-30","494.6436","97.4557","622.3871","21.9818"
"601519.SH","大智慧","2015-05-08","381.4725","75.1585","479.9891","16.9525"
"601519.SH","大智慧","2015-05-15","394.0306","77.6327","495.7904","17.5106"
"601519.SH","大智慧","2015-05-22","409.1004","80.6018","514.7520","18.1803"
"601519.SH","大智慧","2015-05-29","409.1004","80.6018","514.7520","18.1803"
"601519.SH","大智慧","2015-06-05","439.2400","86.5399","552.6753","19.5196"
"601519.SH","大智慧","2015-06-12","411.3166","81.0384","517.5405","18.2787"
"601519.SH","大智慧","2015-06-19","319.1249","62.8746","401.5401","14.1818"
"601519.SH","大智慧","2015-06-26","289.5763","57.0529","364.3604","12.8687"
"601519.SH","大智慧","2015-07-03","201.5215","39.7042","253.5651","8.9555"
"601519.SH","大智慧","2015-07-10","179.3600","35.3379","225.6804","7.9707"
"601519.SH","大智慧","2015-07-17","224.2739","44.1869","282.1934","9.9666"
"601519.SH","大智慧","2015-07-24","250.7199","49.3973","315.4692","11.1419"
"601519.SH","大智慧","2015-07-31","210.0906","41.3925","264.3472","9.3363"
"601519.SH","大智慧","2015-08-07","210.6816","41.5089","265.0908","9.3626"
"601519.SH","大智慧","2015-08-14","232.3998","45.7879","292.4178","10.3278"
"601519.SH","大智慧","2015-08-21","185.4175","36.5313","233.3022","8.2399"
"601519.SH","大智慧","2015-08-28","157.9373","31.1171","198.7252","7.0187"
"601519.SH","大智慧","2015-09-02","185.3502","25.2081","160.9878","5.6858"
"601519.SH","大智慧","2015-09-11","216.8127","29.4870","188.3149","6.6510"
"601555.SH","东吴证券","2011-12-16","24.6598","7.5700","26.2941","3.6163"
"601555.SH","东吴证券","2011-12-23","21.4348","6.5800","22.8554","3.1433"
"601555.SH","东吴证券","2011-12-30","21.4022","6.5700","22.8206","3.1386"
"601555.SH","东吴证券","2012-01-06","21.1742","6.5000","56.1520","1.7592"
"601555.SH","东吴证券","2012-01-13","20.8810","6.4100","55.3745","1.7348"
"601555.SH","东吴证券","2012-01-20","22.3143","6.8500","59.1756","1.8539"
"601555.SH","东吴证券","2012-02-03","21.8909","6.7200","58.0525","1.8187"
"601555.SH","东吴证券","2012-02-10","22.2818","6.8400","59.0892","1.8512"
"601555.SH","东吴证券","2012-02-17","22.4121","6.8800","59.4347","1.8620"
"601555.SH","东吴证券","2012-02-24","25.6696","7.8800","68.0735","2.1327"
"601555.SH","东吴证券","2012-03-02","27.2658","8.3700","72.3065","2.2653"
"601555.SH","东吴证券","2012-03-09","27.0052","8.2900","71.6154","2.2437"
"601555.SH","东吴证券","2012-03-16","26.9727","8.2800","71.5290","2.2409"
"601555.SH","东吴证券","2012-03-23","24.9204","7.6500","66.0866","2.0704"
"601555.SH","东吴证券","2012-03-30","23.2916","7.1500","61.7672","1.9351"
"601555.SH","东吴证券","2012-04-06","24.3340","7.4700","64.5316","2.0217"
"601555.SH","东吴证券","2012-04-13","25.4090","7.8000","67.3824","2.1110"
"601555.SH","东吴证券","2012-04-20","31.4030","9.6400","83.2777","2.6090"
"601555.SH","东吴证券","2012-04-27","102.8486","9.8000","84.6599","2.6523"
"601555.SH","东吴证券","2012-05-04","104.4228","9.9500","85.9558","2.6929"
"601555.SH","东吴证券","2012-05-11","98.4408","9.3800","81.0317","2.5387"
"601555.SH","东吴证券","2012-05-18","105.5772","10.0600","86.9060","2.7227"
"601555.SH","东吴证券","2012-05-25","98.8606","9.4200","81.3772","2.5495"
"601555.SH","东吴证券","2012-06-01","102.9535","9.8100","84.7463","2.6550"
"601555.SH","东吴证券","2012-06-08","96.3418","9.1800","79.3039","2.4845"
"601555.SH","东吴证券","2012-06-15","101.4843","9.6700","83.5369","2.6171"
"601555.SH","东吴证券","2012-06-21","95.2923","9.1573","78.4400","2.4575"
"601555.SH","东吴证券","2012-06-29","92.7736","8.9152","76.3667","2.3925"
"601555.SH","东吴证券","2012-07-06","91.8291","8.8245","75.5892","2.3681"
"601555.SH","东吴证券","2012-07-13","90.7796","8.7236","74.7254","2.3411"
"601555.SH","东吴证券","2012-07-20","91.0944","8.7539","74.9845","2.3492"
"601555.SH","东吴证券","2012-07-27","89.9400","8.6429","74.0343","2.3194"
"601555.SH","东吴证券","2012-08-03","88.4708","8.5017","72.8248","2.2815"
"601555.SH","东吴证券","2012-08-10","120.4490","8.6026","73.6887","2.3086"
"601555.SH","东吴证券","2012-08-17","107.0344","7.6445","65.4819","2.0515"
"601555.SH","东吴证券","2012-08-24","104.3515","7.4529","63.8405","2.0001"
"601555.SH","东吴证券","2012-08-31","100.3977","7.1705","61.4216","1.9243"
"601555.SH","东吴证券","2012-09-07","112.9651","8.0681","69.1102","2.1652"
"601555.SH","东吴证券","2012-09-14","115.3656","8.2395","70.5787","2.2112"
"601555.SH","东吴证券","2012-09-21","108.3052","7.7353","66.2594","2.0759"
"601555.SH","东吴证券","2012-09-28","120.7314","8.6228","73.8615","2.3140"
"601555.SH","东吴证券","2012-10-12","119.0369","8.5017","72.8248","2.2815"
"601555.SH","东吴证券","2012-10-19","122.1435","8.7236","74.7254","2.3411"
"601555.SH","东吴证券","2012-10-26","113.8123","8.1286","69.6285","2.1814"
"601555.SH","东吴证券","2012-11-02","73.2246","8.4816","72.6520","2.2761"
"601555.SH","东吴证券","2012-11-09","66.6074","7.7151","66.0866","2.0704"
"601555.SH","东吴证券","2012-11-16","63.9953","7.4126","63.4950","1.9892"
"601555.SH","东吴证券","2012-11-23","64.3436","7.4529","63.8405","2.0001"
"601555.SH","东吴证券","2012-11-30","56.2462","6.5150","55.8064","1.7484"
"601555.SH","东吴证券","2012-12-07","59.5548","6.8982","59.0892","1.8512"
"601555.SH","东吴证券","2012-12-14","64.0824","7.4226","63.5813","1.9920"
"601555.SH","东吴证券","2012-12-21","65.1272","7.5437","64.6180","2.0244"
"601555.SH","东吴证券","2012-12-28","70.0901","8.1185","69.5421","2.1787"
"601555.SH","东吴证券","2013-01-04","69.3936","8.0378","56.5754","2.1037"
"601555.SH","东吴证券","2013-01-11","64.6048","7.4831","52.6712","1.9586"
"601555.SH","东吴证券","2013-01-18","72.0056","8.3404","58.7049","2.1829"
"601555.SH","东吴证券","2013-01-25","67.5651","7.8260","55.0847","2.0483"
"601555.SH","东吴证券","2013-02-01","80.3642","9.3086","65.5195","2.4363"
"601555.SH","东吴证券","2013-02-08","80.2771","9.2985","65.4485","2.4337"
"601555.SH","东吴证券","2013-02-22","73.9211","8.5623","60.2666","2.2410"
"601555.SH","东吴证券","2013-03-01","80.2771","9.2985","65.4485","2.4337"
"601555.SH","东吴证券","2013-03-08","77.3168","8.9556","63.0350","2.3439"
"601555.SH","东吴证券","2013-03-15","76.1849","8.8245","62.1122","2.3096"
"601555.SH","东吴证券","2013-03-22","81.6702","9.4598","66.5843","2.4759"
"601555.SH","东吴证券","2013-03-29","71.8315","8.3202","58.5630","2.1776"
"601555.SH","东吴证券","2013-04-03","59.4148","8.4412","59.4148","2.2093"
"601555.SH","东吴证券","2013-04-12","55.6525","7.9067","55.6525","2.0694"
"601555.SH","东吴证券","2013-04-19","46.9320","8.5623","60.2666","2.2410"
"601555.SH","东吴证券","2013-04-26","44.5550","8.1286","57.2142","2.1275"
"601555.SH","东吴证券","2013-05-03","46.4345","8.4715","59.6277","2.2172"
"601555.SH","东吴证券","2013-05-10","46.6003","8.5017","59.8407","2.2252"
"601555.SH","东吴证券","2013-05-17","46.2687","8.4412","59.4148","2.2093"
"601555.SH","东吴证券","2013-05-24","47.7612","8.7135","61.3314","2.2806"
"601555.SH","东吴证券","2013-05-31","48.0929","8.7740","61.7573","2.2964"
"601555.SH","东吴证券","2013-06-07","45.6606","8.3303","58.6339","2.1803"
"601555.SH","东吴证券","2013-06-14","43.8364","7.9975","56.2914","2.0932"
"601555.SH","东吴证券","2013-06-21","42.3438","7.7252","54.3748","2.0219"
"601555.SH","东吴证券","2013-06-28","37.8662","6.9537","48.6250","1.8081"
"601555.SH","东吴证券","2013-07-05","39.2482","7.2075","50.3996","1.8741"
"601555.SH","东吴证券","2013-07-12","39.4693","7.2481","50.6836","1.8847"
"601555.SH","东吴证券","2013-07-19","38.3085","7.0349","49.1929","1.8292"
"601555.SH","东吴证券","2013-07-26","39.1377","7.1872","50.2577","1.8688"
"601555.SH","东吴证券","2013-08-02","39.5246","7.2582","50.7546","1.8873"
"601555.SH","东吴证券","2013-08-09","43.1168","7.3902","51.6774","1.9216"
"601555.SH","东吴证券","2013-08-16","43.9460","7.5323","52.6712","1.9586"
"601555.SH","东吴证券","2013-08-23","42.2284","7.2379","50.6126","1.8820"
"601555.SH","东吴证券","2013-08-30","45.3674","7.7759","54.3748","2.0219"
"601555.SH","东吴证券","2013-09-06","45.7228","7.8369","54.8007","2.0377"
"601555.SH","东吴证券","2013-09-13","48.0326","8.2328","57.5692","2.1407"
"601555.SH","东吴证券","2013-09-18","46.6704","7.9993","55.9365","2.0800"
"601555.SH","东吴证券","2013-09-27","45.0120","7.7150","53.9489","2.0061"
"601555.SH","东吴证券","2013-09-30","44.7751","7.6744","53.6650","1.9955"
"601555.SH","东吴证券","2013-10-11","45.7820","7.8470","54.8717","2.0404"
"601555.SH","东吴证券","2013-10-18","44.2421","7.5831","53.0261","1.9718"
"601555.SH","东吴证券","2013-10-25","43.4722","7.4511","52.1033","1.9374"
"601555.SH","东吴证券","2013-11-01","42.4319","7.7353","54.0909","2.0114"
"601555.SH","东吴证券","2013-11-08","39.5363","7.2075","50.3996","1.8741"
"601555.SH","东吴证券","2013-11-15","40.7614","7.4308","51.9613","1.9322"
"601555.SH","东吴证券","2013-11-22","43.8240","7.9891","55.8655","2.0773"
"601555.SH","东吴证券","2013-11-29","44.8821","8.1820","57.2142","2.1275"
"601555.SH","东吴证券","2013-12-06","47.3322","8.6287","60.3376","2.2436"
