"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"601789.SH","宁波建工","2015-05-08","33.4814","13.1626","33.4370","2.8266"
"601789.SH","宁波建工","2015-05-15","34.9163","13.7268","34.8700","2.9478"
"601789.SH","宁波建工","2015-05-22","43.7384","17.1950","43.6803","3.6926"
"601789.SH","宁波建工","2015-05-29","42.3035","16.6309","42.2473","3.5714"
"601789.SH","宁波建工","2015-06-05","45.5454","17.9054","45.4849","3.8451"
"601789.SH","宁波建工","2015-06-12","49.9564","19.6395","49.8901","4.2175"
"601789.SH","宁波建工","2015-06-19","49.9564","19.6395","49.8901","4.2175"
"601789.SH","宁波建工","2015-06-26","49.9564","19.6395","49.8901","4.2175"
"601789.SH","宁波建工","2015-07-03","49.6375","19.6395","49.5716","4.1906"
"601789.SH","宁波建工","2015-07-10","49.6375","19.6395","49.5716","4.1906"
"601789.SH","宁波建工","2015-07-17","49.6375","19.6395","49.5716","4.1906"
"601789.SH","宁波建工","2015-07-24","49.6375","19.6395","49.5716","4.1906"
"601789.SH","宁波建工","2015-07-31","49.6375","19.6395","49.5716","4.1906"
"601789.SH","宁波建工","2015-08-07","49.6375","19.6395","49.5716","4.1906"
"601789.SH","宁波建工","2015-08-14","40.2043","15.9072","40.1509","3.3942"
"601789.SH","宁波建工","2015-08-21","30.2927","11.9856","30.2525","2.5574"
"601789.SH","宁波建工","2015-08-28","26.8431","10.6608","26.9088","2.2748"
"601789.SH","宁波建工","2015-09-02","20.7809","8.2532","20.8318","1.7610"
"601789.SH","宁波建工","2015-09-11","23.2693","9.2415","23.3263","1.9719"
"601798.SH","蓝科高新","2011-06-24","39.2856","13.7700","39.2856","7.1038"
"601798.SH","蓝科高新","2011-07-01","41.6536","14.6000","41.6536","7.5320"
"601798.SH","蓝科高新","2011-07-08","44.6777","15.6600","44.6777","8.0788"
"601798.SH","蓝科高新","2011-07-15","44.8204","15.7100","44.8204","8.1046"
"601798.SH","蓝科高新","2011-07-22","42.6236","14.9400","42.6236","7.7074"
"601798.SH","蓝科高新","2011-07-29","41.7677","14.6400","41.7677","7.5526"
"601798.SH","蓝科高新","2011-08-05","40.1700","14.0800","40.1700","7.2637"
"601798.SH","蓝科高新","2011-08-12","38.9432","13.6500","38.9432","7.0419"
"601798.SH","蓝科高新","2011-08-19","36.6894","12.8600","36.6894","6.6343"
"601798.SH","蓝科高新","2011-08-26","32.2762","14.6200","41.7106","7.5423"
"601798.SH","蓝科高新","2011-09-02","30.4659","13.8000","39.3712","7.1192"
"601798.SH","蓝科高新","2011-09-09","30.9074","14.0000","39.9418","7.2224"
"601798.SH","蓝科高新","2011-09-16","30.2230","13.6900","39.0574","7.0625"
"601798.SH","蓝科高新","2011-09-23","29.5166","13.3700","38.1444","6.8974"
"601798.SH","蓝科高新","2011-09-30","26.5804","12.0400","34.3499","6.2113"
"601798.SH","蓝科高新","2011-10-14","28.1699","12.7600","36.4041","6.5827"
"601798.SH","蓝科高新","2011-10-21","26.2051","11.8700","33.8649","6.1236"
"601798.SH","蓝科高新","2011-10-28","29.1663","13.0200","37.1459","6.7169"
"601798.SH","蓝科高新","2011-11-04","29.6591","13.2400","37.7735","6.8304"
"601798.SH","蓝科高新","2011-11-11","30.0399","13.4100","38.2585","6.9181"
"601798.SH","蓝科高新","2011-11-18","28.6959","12.8100","36.5467","6.6085"
"601798.SH","蓝科高新","2011-11-25","28.3150","12.6400","36.0617","6.5208"
"601798.SH","蓝科高新","2011-12-02","30.6000","13.6600","38.9718","7.0470"
"601798.SH","蓝科高新","2011-12-09","31.2496","13.9500","39.7991","7.1966"
"601798.SH","蓝科高新","2011-12-16","32.2576","14.4000","41.0830","7.4288"
"601798.SH","蓝科高新","2011-12-23","29.8831","13.3400","38.0588","6.8819"
"601798.SH","蓝科高新","2011-12-30","30.1295","13.4500","38.3726","6.9387"
"601798.SH","蓝科高新","2012-01-06","30.2639","13.5100","35.7157","2.7553"
"601798.SH","蓝科高新","2012-01-13","31.3616","14.0000","37.0111","2.8552"
"601798.SH","蓝科高新","2012-01-20","30.7792","13.7400","36.3238","2.8022"
"601798.SH","蓝科高新","2012-02-03","32.7729","14.6300","38.6766","2.9837"
"601798.SH","蓝科高新","2012-02-10","33.8033","15.0900","39.8927","3.0775"
"601798.SH","蓝科高新","2012-02-17","35.9090","16.0300","42.3778","3.2692"
"601798.SH","蓝科高新","2012-02-24","36.5363","16.3100","43.1180","3.3263"
"601798.SH","蓝科高新","2012-03-02","37.7907","16.8700","44.5984","3.4405"
"601798.SH","蓝科高新","2012-03-09","38.9556","17.3900","45.9731","3.5466"
"601798.SH","蓝科高新","2012-03-16","38.5076","17.1900","45.4444","3.5058"
"601798.SH","蓝科高新","2012-03-23","36.6259","16.3500","43.2237","3.3345"
"601798.SH","蓝科高新","2012-03-30","32.7505","14.6200","38.6502","2.9816"
"601798.SH","蓝科高新","2012-04-06","33.9153","15.1400","40.0249","3.0877"
"601798.SH","蓝科高新","2012-04-13","34.5426","15.4200","40.7651","3.1448"
"601798.SH","蓝科高新","2012-04-20","35.3042","15.7600","41.6640","3.2141"
"601798.SH","蓝科高新","2012-04-27","33.4001","14.9100","39.4169","3.0408"
"601798.SH","蓝科高新","2012-05-04","36.3371","13.7300","36.2974","2.8001"
"601798.SH","蓝科高新","2012-05-11","38.7719","14.6500","38.7295","2.9878"
"601798.SH","蓝科高新","2012-05-18","38.5866","14.5800","38.5445","2.9735"
"601798.SH","蓝科高新","2012-05-25","36.1783","13.6700","36.1387","2.7879"
"601798.SH","蓝科高新","2012-06-01","37.6868","14.2400","37.6456","2.9042"
"601798.SH","蓝科高新","2012-06-08","35.9136","13.5700","35.8744","2.7675"
"601798.SH","蓝科高新","2012-06-15","37.5545","14.1900","37.5134","2.8940"
"601798.SH","蓝科高新","2012-06-21","34.9344","13.2561","34.8962","2.6920"
"601798.SH","蓝科高新","2012-06-29","35.5960","13.5071","35.5571","2.7430"
"601798.SH","蓝科高新","2012-07-06","34.6697","13.1556","34.6318","2.6717"
"601798.SH","蓝科高新","2012-07-13","32.4202","12.3020","32.3847","2.4983"
"601798.SH","蓝科高新","2012-07-20","32.8701","12.4727","32.8342","2.5330"
"601798.SH","蓝科高新","2012-07-27","32.1555","12.2016","32.1204","2.4779"
"601798.SH","蓝科高新","2012-08-03","32.7642","12.4326","32.7284","2.5248"
"601798.SH","蓝科高新","2012-08-10","34.3522","13.0351","34.3146","2.6472"
"601798.SH","蓝科高新","2012-08-17","35.8078","13.5875","35.7686","2.7594"
"601798.SH","蓝科高新","2012-08-24","35.3582","13.3665","35.1870","2.7145"
"601798.SH","蓝科高新","2012-08-31","36.8193","13.9189","36.6410","2.8267"
"601798.SH","蓝科高新","2012-09-07","38.5991","14.5917","38.4123","2.9633"
"601798.SH","蓝科高新","2012-09-14","36.8724","13.9389","36.6939","2.8307"
"601798.SH","蓝科高新","2012-09-21","33.4721","12.6535","33.3100","2.5697"
"601798.SH","蓝科高新","2012-09-28","33.3924","12.6234","33.2307","2.5636"
"601798.SH","蓝科高新","2012-10-12","34.4284","13.0150","34.2617","2.6431"
"601798.SH","蓝科高新","2012-10-19","34.6144","13.0853","34.4468","2.6574"
"601798.SH","蓝科高新","2012-10-26","36.0972","12.2317","32.1997","2.4840"
"601798.SH","蓝科高新","2012-11-02","36.6900","12.4326","32.7284","2.5248"
"601798.SH","蓝科高新","2012-11-09","34.9710","11.8501","31.1951","2.4065"
"601798.SH","蓝科高新","2012-11-16","33.4003","11.3179","29.7940","2.2984"
"601798.SH","蓝科高新","2012-11-23","33.4003","11.3179","29.7940","2.2984"
"601798.SH","蓝科高新","2012-11-30","30.0514","10.1831","26.8066","2.0680"
"601798.SH","蓝科高新","2012-12-07","31.2368","10.5848","27.8641","2.1496"
"601798.SH","蓝科高新","2012-12-14","31.5628","10.6952","28.1549","2.1720"
"601798.SH","蓝科高新","2012-12-21","32.1259","10.8860","28.6572","2.2107"
"601798.SH","蓝科高新","2012-12-28","34.0819","11.5488","30.4020","2.3453"
"601798.SH","蓝科高新","2013-01-04","33.4892","11.3480","34.3010","2.1821"
"601798.SH","蓝科高新","2013-01-11","33.0743","11.2074","33.8760","2.1551"
"601798.SH","蓝科高新","2013-01-18","35.1785","11.9204","36.0312","2.2922"
"601798.SH","蓝科高新","2013-01-25","34.0227","11.5287","34.8473","2.2169"
"601798.SH","蓝科高新","2013-02-01","35.8601","12.1514","36.7293","2.3366"
"601798.SH","蓝科高新","2013-02-08","41.8171","14.1699","42.8307","2.7248"
"601798.SH","蓝科高新","2013-02-22","37.9347","12.8544","38.8542","2.4718"
"601798.SH","蓝科高新","2013-03-01","39.4165","13.3565","40.3719","2.5683"
"601798.SH","蓝科高新","2013-03-08","38.3792","13.0050","39.3095","2.5008"
"601798.SH","蓝科高新","2013-03-15","36.5418","12.3824","37.4275","2.3810"
"601798.SH","蓝科高新","2013-03-22","39.2091","13.2862","40.1594","2.5548"
"601798.SH","蓝科高新","2013-03-29","37.9347","12.8544","38.8542","2.4718"
"601798.SH","蓝科高新","2013-04-03","36.0083","12.2016","36.8811","2.3463"
"601798.SH","蓝科高新","2013-04-12","34.7339","11.7698","35.5759","2.2632"
"601798.SH","蓝科高新","2013-04-19","35.3267","11.9706","36.1830","2.3019"
"601798.SH","蓝科高新","2013-04-26","33.9864","10.8459","32.7832","2.0856"
"601798.SH","蓝科高新","2013-05-03","34.7101","11.0768","33.4814","2.1300"
"601798.SH","蓝科高新","2013-05-10","36.5039","11.6493","35.2116","2.2401"
"601798.SH","蓝科高新","2013-05-17","37.5738","11.9907","36.2437","2.3057"
"601798.SH","蓝科高新","2013-05-24","38.9899","12.4426","37.6096","2.3926"
"601798.SH","蓝科高新","2013-05-31","39.3361","12.5531","37.9435","2.4139"
"601798.SH","蓝科高新","2013-06-07","37.5423","11.9807","36.2133","2.3038"
"601798.SH","蓝科高新","2013-06-14","36.0318","11.4986","34.7563","2.2111"
"601798.SH","蓝科高新","2013-06-21","35.0563","11.1873","33.8153","2.1512"
"601798.SH","蓝科高新","2013-06-28","30.8395","9.8416","29.7477","1.8925"
"601798.SH","蓝科高新","2013-07-05","32.7276","10.5167","31.5690","2.0083"
"601798.SH","蓝科高新","2013-07-12","34.1437","10.9717","32.9350","2.0952"
"601798.SH","蓝科高新","2013-07-19","32.3185","10.3852","31.1744","1.9832"
"601798.SH","蓝科高新","2013-07-26","36.2686","10.3246","30.9923","1.9716"
"601798.SH","蓝科高新","2013-08-02","37.7250","10.7392","32.2368","2.0508"
"601798.SH","蓝科高新","2013-08-09","38.7552","11.0324","33.1171","2.1068"
"601798.SH","蓝科高新","2013-08-16","39.0393","11.1133","33.3600","2.1223"
"601798.SH","蓝科高新","2013-08-23","38.9328","11.0830","33.2689","2.1165"
"601798.SH","蓝科高新","2013-08-30","39.4301","11.2245","33.6939","2.1435"
"601798.SH","蓝科高新","2013-09-06","41.0641","11.6897","35.0902","2.2323"
"601798.SH","蓝科高新","2013-09-13","40.7799","11.6088","34.8473","2.2169"
"601798.SH","蓝科高新","2013-09-18","39.0749","11.1234","33.3903","2.1242"
"601798.SH","蓝科高新","2013-09-27","39.4656","11.2347","33.7242","2.1454"
"601798.SH","蓝科高新","2013-09-30","38.8262","11.0526","33.1778","2.1107"
"601798.SH","蓝科高新","2013-10-11","40.2826","11.4672","34.4224","2.1898"
"601798.SH","蓝科高新","2013-10-18","40.7799","11.6088","34.8473","2.2169"
"601798.SH","蓝科高新","2013-10-25","43.4797","12.3773","37.1543","2.3636"
"601798.SH","蓝科高新","2013-11-01","43.2366","11.9021","35.7276","2.2729"
"601798.SH","蓝科高新","2013-11-08","45.6244","12.5594","37.7007","2.3984"
"601798.SH","蓝科高新","2013-11-15","42.9795","11.8313","35.5152","2.2594"
"601798.SH","蓝科高新","2013-11-22","44.3387","12.2054","36.6383","2.3308"
"601798.SH","蓝科高新","2013-11-29","48.2325","13.2773","39.8559","2.5355"
"601798.SH","蓝科高新","2013-12-06","48.8203","13.4391","40.3416","2.5664"
"601798.SH","蓝科高新","2013-12-13","47.5346","13.0852","39.2791","2.4988"
"601798.SH","蓝科高新","2013-12-20","44.7427","12.3167","36.9722","2.3521"
"601798.SH","蓝科高新","2013-12-27","45.5142","12.5290","37.6096","2.3926"
"601798.SH","蓝科高新","2014-01-03","46.6529","12.8425","48.7824","2.3670"
"601798.SH","蓝科高新","2014-01-10","41.4734","11.4167","43.3664","2.1042"
"601798.SH","蓝科高新","2014-01-17","41.2162","11.3459","43.0975","2.0912"
"601798.SH","蓝科高新","2014-01-24","46.8844","12.2497","49.0244","2.3787"
"601798.SH","蓝科高新","2014-01-30","45.7856","11.9626","47.8754","2.3230"
"601798.SH","蓝科高新","2014-02-07","46.4774","12.1434","48.5989","2.3581"
"601798.SH","蓝科高新","2014-02-14","49.1635","12.8452","51.4076","2.4944"
"601798.SH","蓝科高新","2014-02-21","48.1054","12.5687","50.3011","2.4407"
"601798.SH","蓝科高新","2014-02-28","47.2507","12.3454","49.4074","2.3973"
"601798.SH","蓝科高新","2014-03-07","49.4077","12.9090","51.6629","2.5068"
"601798.SH","蓝科高新","2014-03-14","50.0589","13.0791","52.3438","2.5398"
"601798.SH","蓝科高新","2014-03-21","49.0821","12.8239","51.3224","2.4902"
"601798.SH","蓝科高新","2014-03-28","48.7158","12.7282","50.9394","2.4717"
"601798.SH","蓝科高新","2014-04-04","51.9717","13.5789","54.3439","2.6368"
"601798.SH","蓝科高新","2014-04-11","52.6636","13.7597","55.0674","2.6720"
"601798.SH","蓝科高新","2014-04-18","50.0182","13.0685","52.3012","2.5377"
"601798.SH","蓝科高新","2014-04-25","49.7726","12.4837","49.9607","2.4242"
"601798.SH","蓝科高新","2014-04-30","47.1440","11.8244","47.3222","2.2961"
"601798.SH","蓝科高新","2014-05-09","46.4233","11.6436","46.5987","2.2610"
"601798.SH","蓝科高新","2014-05-16","47.2712","11.8563","47.4499","2.3023"
"601798.SH","蓝科高新","2014-05-23","49.5606","12.4305","49.7479","2.4138"
"601798.SH","蓝科高新","2014-05-30","52.7403","13.2280","52.9396","2.5687"
"601798.SH","蓝科高新","2014-06-06","52.3163","13.1217","52.5140","2.5481"
"601798.SH","蓝科高新","2014-06-13","57.1918","14.3445","57.4079","2.7855"
"601798.SH","蓝科高新","2014-06-20","58.2093","14.5997","58.4293","2.8351"
"601798.SH","蓝科高新","2014-06-27","52.4435","13.1536","52.6417","2.5543"
"601798.SH","蓝科高新","2014-07-04","52.3587","13.1323","52.5566","2.5501"
"601798.SH","蓝科高新","2014-07-11","50.4509","12.6538","50.6415","2.4572"
"601798.SH","蓝科高新","2014-07-18","50.2389","12.6641","50.4288","2.4469"
"601798.SH","蓝科高新","2014-07-25","50.0269","12.6107","50.2160","2.4366"
"601798.SH","蓝科高新","2014-08-01","64.4062","12.8137","51.0245","2.4758"
"601798.SH","蓝科高新","2014-08-08","66.1788","13.1664","52.4289","2.5439"
"601798.SH","蓝科高新","2014-08-15","67.5217","13.4336","53.4928","2.5956"
"601798.SH","蓝科高新","2014-08-22","69.0795","13.7435","54.7269","2.6554"
"601798.SH","蓝科高新","2014-08-29","68.0052","13.5298","53.8758","2.6141"
"601798.SH","蓝科高新","2014-09-05","69.8853","13.9038","55.3653","2.6864"
"601798.SH","蓝科高新","2014-09-12","74.5586","14.8336","59.0676","2.8661"
"601798.SH","蓝科高新","2014-09-19","72.0339","14.3313","57.0675","2.7690"
"601798.SH","蓝科高新","2014-09-26","74.1826","14.7588","58.7697","2.8516"
"601798.SH","蓝科高新","2014-09-30","74.2900","14.7801","58.8548","2.8557"
"601798.SH","蓝科高新","2014-10-10","72.6248","14.4488","57.5356","2.7917"
"601798.SH","蓝科高新","2014-10-17","69.8315","13.8931","55.3227","2.6843"
"601798.SH","蓝科高新","2014-10-24","67.3606","13.4015","53.3651","2.5894"
"601798.SH","蓝科高新","2014-10-31","87.2210","14.1282","56.2589","2.7298"
"601798.SH","蓝科高新","2014-11-07","86.5613","14.0214","55.8334","2.7091"
"601798.SH","蓝科高新","2014-11-14","83.5923","13.5405","53.9184","2.6162"
"601798.SH","蓝科高新","2014-11-21","86.8911","14.0748","56.0461","2.7194"
"601798.SH","蓝科高新","2014-11-28","87.8808","14.2351","56.6845","2.7504"
"601798.SH","蓝科高新","2014-12-05","86.6272","14.0321","55.8759","2.7112"
"601798.SH","蓝科高新","2014-12-12","90.6518","14.6840","58.4718","2.8371"
"601798.SH","蓝科高新","2014-12-19","88.5406","14.3420","57.1100","2.7711"
"601798.SH","蓝科高新","2014-12-26","83.3284","13.4977","53.7481","2.6079"
"601798.SH","蓝科高新","2014-12-31","80.2935","13.0061","77.9294","2.2288"
"601798.SH","蓝科高新","2015-01-09","81.5470","13.2092","79.1461","2.2636"
"601798.SH","蓝科高新","2015-01-16","81.5470","13.2092","79.1461","2.2636"
"601798.SH","蓝科高新","2015-01-23","81.9429","13.2733","79.5303","2.2746"
"601798.SH","蓝科高新","2015-01-30","83.1965","13.4763","80.7469","2.3094"
"601798.SH","蓝科高新","2015-02-06","80.0956","12.9740","77.7373","2.2233"
"601798.SH","蓝科高新","2015-02-13","82.8006","13.4122","80.3627","2.2984"
"601798.SH","蓝科高新","2015-02-17","83.6583","13.5511","81.1952","2.3222"
"601798.SH","蓝科高新","2015-02-27","84.5820","13.7008","82.0916","2.3478"
"601798.SH","蓝科高新","2015-03-06","87.5509","14.1817","84.9732","2.4302"
"601798.SH","蓝科高新","2015-03-13","89.6622","14.5237","87.0223","2.4888"
"601798.SH","蓝科高新","2015-03-20","93.2909","15.1114","90.5441","2.5895"
"601798.SH","蓝科高新","2015-03-27","97.7113","15.8275","94.8344","2.7123"
"601798.SH","蓝科高新","2015-04-03","101.9338","16.5114","98.9326","2.8295"
"601798.SH","蓝科高新","2015-04-10","100.5483","16.2870","97.5879","2.7910"
"601798.SH","蓝科高新","2015-04-17","105.5625","17.0992","102.4545","2.9302"
"601798.SH","蓝科高新","2015-04-24","110.8821","18.4030","110.2666","3.1536"
"601798.SH","蓝科高新","2015-04-30","109.5943","18.1893","108.9859","3.1170"
"601798.SH","蓝科高新","2015-05-08","104.1854","17.2916","103.6071","2.9631"
"601798.SH","蓝科高新","2015-05-15","106.3103","17.6443","105.7202","3.0236"
"601798.SH","蓝科高新","2015-05-22","118.8022","19.7175","118.1428","3.3789"
"601798.SH","蓝科高新","2015-05-29","116.2266","19.2901","115.5814","3.3056"
"601798.SH","蓝科高新","2015-06-05","134.7713","22.3679","134.0232","3.8330"
"601798.SH","蓝科高新","2015-06-12","142.9490","23.7252","142.1556","4.0656"
"601798.SH","蓝科高新","2015-06-19","115.1963","19.1191","114.5569","3.2763"
"601798.SH","蓝科高新","2015-06-26","103.7990","17.2275","103.2229","2.9522"
"601798.SH","蓝科高新","2015-07-03","84.3528","14.0000","83.8846","2.3991"
"601798.SH","蓝科高新","2015-07-10","79.1371","13.1343","78.6978","2.2507"
"601798.SH","蓝科高新","2015-07-17","84.4816","14.0741","84.0127","2.4027"
"601798.SH","蓝科高新","2015-07-24","90.2768","15.0396","89.7757","2.5676"
"601798.SH","蓝科高新","2015-07-31","90.9026","13.3232","79.5303","2.2746"
"601798.SH","蓝科高新","2015-08-07","93.3911","13.6879","81.7074","2.3368"
"601798.SH","蓝科高新","2015-08-14","104.5893","15.3292","91.5046","2.6170"
"601798.SH","蓝科高新","2015-08-21","90.3903","13.2481","79.0820","2.2617"
"601798.SH","蓝科高新","2015-08-28","85.1938","12.4865","74.5356","2.1317"
"601798.SH","蓝科高新","2015-09-02","74.5080","10.9203","65.1867","1.8643"
"601798.SH","蓝科高新","2015-09-11","83.5836","12.2505","73.1269","2.0914"
"601799.SH","星宇股份","2011-02-01","59.1026","19.7300","34.2572","11.3036"
"601799.SH","星宇股份","2011-02-11","65.4232","21.8400","37.9208","12.5125"
"601799.SH","星宇股份","2011-02-18","67.8197","22.6400","39.3098","12.9708"
"601799.SH","星宇股份","2011-02-25","68.2390","22.7800","39.5529","13.0510"
"601799.SH","星宇股份","2011-03-04","70.3659","23.4900","40.7857","13.4578"
"601799.SH","星宇股份","2011-03-11","68.6884","22.9300","39.8133","13.1369"
"601799.SH","星宇股份","2011-03-18","70.6954","23.6000","40.9766","13.5208"
"601799.SH","星宇股份","2011-03-25","71.6240","23.9100","41.5149","13.6984"
"601799.SH","星宇股份","2011-04-01","68.8681","22.9900","39.9175","13.1713"
"601799.SH","星宇股份","2011-04-08","67.6998","22.6000","39.2403","12.9479"
"601799.SH","星宇股份","2011-04-15","68.9879","23.0300","39.9870","13.1942"
"601799.SH","星宇股份","2011-04-22","66.5316","22.2100","38.5632","12.7244"
"601799.SH","星宇股份","2011-04-29","32.9269","21.3000","36.9832","12.2031"
"601799.SH","星宇股份","2011-05-06","32.3858","20.9500","36.3755","12.0026"
"601799.SH","星宇股份","2011-05-13","31.0100","20.0600","34.8301","11.4927"
"601799.SH","星宇股份","2011-05-20","31.4892","20.3700","35.3684","11.6703"
"601799.SH","星宇股份","2011-05-27","28.5057","18.4400","32.0173","10.5645"
"601799.SH","星宇股份","2011-06-03","29.7424","19.4711","33.4064","11.0229"
"601799.SH","星宇股份","2011-06-10","29.8815","19.5622","33.5627","11.0744"
"601799.SH","星宇股份","2011-06-17","28.7994","18.8538","32.3472","10.6734"
"601799.SH","星宇股份","2011-06-24","29.5724","19.3598","33.2154","10.9599"
"601799.SH","星宇股份","2011-07-01","28.9695","18.9651","32.5382","10.7364"
"601799.SH","星宇股份","2011-07-08","30.9173","20.2402","34.7260","11.4583"
"601799.SH","星宇股份","2011-07-15","31.3656","20.5337","35.2295","11.6244"
"601799.SH","星宇股份","2011-07-22","30.2371","19.7949","33.9620","11.2062"
"601799.SH","星宇股份","2011-07-29","28.4439","18.6210","31.9479","10.5416"
"601799.SH","星宇股份","2011-08-05","29.9897","19.6330","33.6842","11.1145"
"601799.SH","星宇股份","2011-08-12","31.1182","20.3718","34.9517","11.5328"
"601799.SH","星宇股份","2011-08-19","32.5559","19.6735","33.7536","11.1375"
"601799.SH","星宇股份","2011-08-26","33.6109","20.3110","34.8475","11.4984"
"601799.SH","星宇股份","2011-09-02","31.6181","19.1068","32.7813","10.8166"
"601799.SH","星宇股份","2011-09-09","31.1994","18.8538","32.3472","10.6734"
"601799.SH","星宇股份","2011-09-16","31.0319","18.7526","32.1736","10.6161"
"601799.SH","星宇股份","2011-09-23","31.8693","19.2586","33.0418","10.9026"
"601799.SH","星宇股份","2011-09-30","28.3357","17.1232","29.3782","9.6937"
"601799.SH","星宇股份","2011-10-14","27.9673","16.9006","28.9962","9.5677"
"601799.SH","星宇股份","2011-10-21","25.7902","15.5850","26.7390","8.8229"
"601799.SH","星宇股份","2011-10-28","26.2190","16.4857","28.2843","9.3328"
"601799.SH","星宇股份","2011-11-04","27.0721","17.0220","29.2045","9.6364"
"601799.SH","星宇股份","2011-11-11","27.1365","17.0625","29.2740","9.6593"
"601799.SH","星宇股份","2011-11-18","25.5430","16.0606","27.5551","9.0922"
"601799.SH","星宇股份","2011-11-25","25.6396","16.1213","27.6592","9.1265"
"601799.SH","星宇股份","2011-12-02","24.8027","15.5951","26.7564","8.8286"
"601799.SH","星宇股份","2011-12-09","23.1449","14.5527","24.9680","8.2385"
"601799.SH","星宇股份","2011-12-16","22.1470","13.9253","23.8915","7.8833"
"601799.SH","星宇股份","2011-12-23","19.7488","12.4174","21.3044","7.0297"
"601799.SH","星宇股份","2011-12-30","19.5234","12.2757","21.0613","6.9495"
"601799.SH","星宇股份","2012-01-06","18.2358","11.4661","16.0472","1.5147"
"601799.SH","星宇股份","2012-01-13","18.5655","11.5369","16.3373","1.5421"
"601799.SH","星宇股份","2012-01-20","19.7543","12.2757","17.3834","1.6408"
"601799.SH","星宇股份","2012-02-03","20.0312","12.4477","17.6271","1.6638"
"601799.SH","星宇股份","2012-02-10","20.4872","12.7311","18.0283","1.7017"
"601799.SH","星宇股份","2012-02-17","21.5783","13.4091","18.9885","1.7923"
"601799.SH","星宇股份","2012-02-24","22.5717","14.0265","19.8627","1.8749"
"601799.SH","星宇股份","2012-03-02","20.1063","14.1985","20.1063","1.8979"
"601799.SH","星宇股份","2012-03-09","20.5792","14.5325","20.5792","1.9425"
"601799.SH","星宇股份","2012-03-16","20.2066","14.2693","20.2066","1.9073"
"601799.SH","星宇股份","2012-03-23","19.0745","13.4699","19.0745","1.8005"
"601799.SH","星宇股份","2012-03-30","17.4694","12.3364","17.4694","1.6490"
"601799.SH","星宇股份","2012-04-06","18.0140","12.7210","18.0140","1.7004"
"601799.SH","星宇股份","2012-04-13","19.0172","13.4294","19.0172","1.7950"
"601799.SH","星宇股份","2012-04-20","18.4153","13.5779","18.4153","1.7382"
"601799.SH","星宇股份","2012-04-27","18.5824","13.2186","17.9280","1.6922"
"601799.SH","星宇股份","2012-05-04","19.1023","13.5885","18.4296","1.7396"
"601799.SH","星宇股份","2012-05-11","18.1220","12.8911","17.4837","1.6503"
"601799.SH","星宇股份","2012-05-18","18.0477","12.8383","17.4121","1.6435"
"601799.SH","星宇股份","2012-05-25","17.6763","12.5741","17.0538","1.6097"
"601799.SH","星宇股份","2012-06-01","18.0922","12.8700","17.4551","1.6476"
"601799.SH","星宇股份","2012-06-08","16.7554","11.9190","16.1653","1.5259"
"601799.SH","星宇股份","2012-06-15","17.1564","12.2043","16.5522","1.5624"
"601799.SH","星宇股份","2012-06-21","16.9188","12.0352","16.3229","1.5407"
"601799.SH","星宇股份","2012-06-29","16.5771","11.7922","15.9933","1.5096"
"601799.SH","星宇股份","2012-07-06","16.4137","11.6759","15.8357","1.4947"
"601799.SH","星宇股份","2012-07-13","15.9978","11.3801","15.4344","1.4569"
"601799.SH","星宇股份","2012-07-20","15.4037","10.9574","14.8612","1.4028"
"601799.SH","星宇股份","2012-07-27","15.1660","10.7884","14.6319","1.3811"
"601799.SH","星宇股份","2012-08-03","15.1066","10.7461","14.5746","1.3757"
"601799.SH","星宇股份","2012-08-10","15.9681","11.3590","15.4058","1.4542"
"601799.SH","星宇股份","2012-08-17","15.3442","10.9152","14.8039","1.3973"
"601799.SH","星宇股份","2012-08-24","15.4779","11.0103","14.9328","1.4095"
"601799.SH","星宇股份","2012-08-31","13.8130","10.9257","14.8182","1.3987"
"601799.SH","星宇股份","2012-09-07","14.6145","11.5597","15.6780","1.4799"
"601799.SH","星宇股份","2012-09-14","14.6813","11.6125","15.7497","1.4866"
"601799.SH","星宇股份","2012-09-21","13.4924","10.6721","14.4742","1.3662"
"601799.SH","星宇股份","2012-09-28","13.6126","10.7672","14.6032","1.3784"
"601799.SH","星宇股份","2012-10-12","13.5993","10.7567","14.5889","1.3771"
"601799.SH","星宇股份","2012-10-19","13.4657","10.6510","14.4456","1.3635"
"601799.SH","星宇股份","2012-10-26","13.1552","10.3551","14.0443","1.3257"
"601799.SH","星宇股份","2012-11-02","13.4102","10.5559","14.3166","1.3514"
"601799.SH","星宇股份","2012-11-09","13.1552","10.3551","14.0443","1.3257"
"601799.SH","星宇股份","2012-11-16","12.7390","10.0276","13.6001","1.2837"
"601799.SH","星宇股份","2012-11-23","13.0612","10.2812","13.9440","1.3162"
"601799.SH","星宇股份","2012-11-30","12.4035","9.7634","13.2418","1.2499"
"601799.SH","星宇股份","2012-12-07","13.4237","10.5665","14.3309","1.3527"
"601799.SH","星宇股份","2012-12-14","14.2693","11.2322","15.2338","1.4379"
"601799.SH","星宇股份","2012-12-21","14.2116","11.1899","15.1722","1.4321"
"601799.SH","星宇股份","2012-12-28","14.5874","11.4857","15.5733","1.4700"
"601799.SH","星宇股份","2013-01-04","14.6948","11.5703","13.8913","1.4361"
"601799.SH","星宇股份","2013-01-11","14.8021","11.6548","13.9928","1.4466"
